id,company_id,year,net_profit_margin_pct,operating_profit_margin_pct,return_on_equity_pct,debt_to_equity,interest_coverage,asset_turnover,free_cash_flow_cr,capex_cr,earnings_per_share,book_value_per_share,dividend_payout_ratio_pct,total_debt_cr,cash_from_operations_cr,revenue_cagr_5yr,pat_cagr_5yr,eps_cagr_5yr,composite_quality_score,sales,net_profit,operating_profit,broad_sector,roe_score,roce_score,npm_score,fcf_score,cfo_score,revenue_score,pat_score,de_score,icr_score,composite_score,sector_composite_score
4172,ONGC,Mar 2024,9.66,17.39,16.94,0.45,11.36,0.83,42060.0,9.67,39.0,275.0,31.0,153181.0,99263.0,10.67,29.87,29.67,3.0,591396.0,57101.0,102835.0,Energy,37.989525056540884,0,32.25672188462499,100.0,100.0,24.668630338733433,98.63065804488399,93.64586275063542,4.813805631244323,56.93,100.0
3366,ADANIPOWER,Mar 2024,41.37,36.2,48.28,0.8,8.3,0.55,17651.0,6.91,54.0,145.0,0.0,34616.0,14170.0,15.6,,,3.0,50351.0,20829.0,18228.0,Energy,100.0,0,100.0,100.0,65.18994114499732,60.972017673048605,0.0,88.70375600112962,3.335459060428624,64.75,100.0
3930,IOC,Mar 2024,5.56,9.74,23.53,0.72,10.28,1.61,39635.0,4.05,30.0,129.0,40.0,132628.0,71099.0,9.5,,,3.0,776352.0,43161.0,75646.0,Energy,57.60028568027615,0,15.191875468242735,100.0,100.0,16.05301914580265,0.0,89.83338040101667,4.29203625330937,46.91,86.48202335081264
3684,DRREDDY,Mar 2024,19.91,28.32,19.74,0.07,51.71,0.72,509.0,14.4,67.0,369.0,12.0,2002.0,4543.0,12.26,21.88,21.67,3.0,28011.0,5578.0,7933.0,Healthcare,46.321866444470885,0,74.91883792558062,43.129637712789176,30.850722311396467,36.37702503681885,68.23887409661468,99.01157865009884,24.30768933464742,52.29,96.20546043498382
3813,HEROMOTOCO,Mar 2024,9.9,86.15,21.14,0.03,47.27,1.44,3095.0,4.84,187.0,951.0,75.0,606.0,4923.0,6.51,2.47,2.61,2.0,37789.0,3742.0,32554.0,Consumer Discretionary,50.48803713843589,0,33.25563972363273,54.417285028371886,32.20617085785625,0.0,0.0,99.57639085004236,22.162637447581503,40.62,53.65488511358456
3801,HDFCLIFE,Mar 2024,1.55,99.48,10.73,0.06,192.29,0.34,-2893.0,13.42,7.0,73.0,27.0,950.0,10721.0,27.96,6.14,5.92,2.0,101482.0,1574.0,100951.0,Financials,19.509582192596117,0,0.0,28.280226975120037,52.88746210094525,100.0,8.368200836820083,99.15278170008472,92.22467002918043,42.53,63.26811793882613
3392,APOLLOHOSP,Mar 2024,4.91,12.56,13.48,0.77,5.57,1.14,383.0,8.06,63.0,522.0,26.0,5333.0,1920.0,12.72,23.16,19.97,2.0,19059.0,935.0,2394.0,Healthcare,27.693131770027374,0,12.486472987596771,42.57965953731995,21.494560370964866,39.764359351988226,73.10764549258273,89.12736515108726,2.016542021759716,43.59,45.88153632577512
3632,DABUR,Mar 2024,14.6,19.35,18.36,0.14,23.24,0.82,1042.0,7.83,10.0,59.0,53.0,1365.0,2013.0,7.46,3.98,4.56,2.0,12404.0,1811.0,2400.0,Consumer Staples,42.21521247470538,0,52.817780737534335,45.4561326931471,21.826288567861603,1.030927835051544,0.15214910612400165,98.02315730019768,10.553268788528802,39.09,27.061403508771942
3762,HAVELLS,Mar 2024,6.84,10.12,17.07,0.04,25.36,1.5,335.0,8.7,20.0,124.0,44.0,303.0,1953.0,16.98,13.75,12.89,2.0,18590.0,1271.0,1881.0,Industrials,38.37638376383764,0,20.519437276284023,42.3701440419031,21.61227037631532,71.13402061855672,37.31456827691137,99.43518780005648,11.57748275262334,46.32,67.43349324029656
4289,SHREECEM,Mar 2024,8.45,22.02,8.37,0.08,19.83,0.73,1929.0,6.91,480.0,5787.0,16.0,1656.0,3347.0,9.0,2.34,2.42,2.0,20521.0,1733.0,4518.0,Materials,12.486608737055107,0,27.220511112960956,49.327804452204276,26.58462635990726,12.371134020618555,0.0,98.87037560011296,8.905830289678628,34.9,40.127354452054774
3917,INFY,Mar 2024,17.08,23.7,29.79,0.09,87.52,1.13,20117.0,3.31,63.0,218.0,,8359.0,25210.0,12.0,10.72,11.43,2.0,153670.0,26248.0,36425.0,Information Technology,76.22902035471965,0,63.13993174061433,100.0,100.0,34.46244477172312,25.78927348801826,98.72917255012709,41.60820917154617,60.73,83.48486904600352
3891,INDIGO,Mar 2024,11.85,76.3,892.57,0.02,22.61,56.39,9424.0,17.07,212.0,97.0,0.0,17.0,21183.0,16.42,,,2.0,68904.0,8167.0,52573.0,Consumer Discretionary,100.0,0,41.37184716557063,82.04277608031427,90.20510076689851,67.01030927835053,0.0,99.71759390002823,10.248903318066747,60.87,100.0
4250,RELIANCE,Mar 2024,8.79,18.07,9.96,0.58,7.73,0.51,45207.0,12.63,51.0,606.0,10.0,458991.0,158788.0,9.51,14.92,11.95,2.0,899041.0,79020.0,162498.0,Energy,17.218188310915366,0,28.63564471822192,100.0,100.0,16.126656848306332,41.76492963103842,91.81022310081897,3.0600807776296213,47.01,86.77173566648318
3697,EICHERMOT,Mar 2024,24.2,26.18,22.17,0.02,114.71,0.72,890.0,17.14,146.0,693.0,35.0,419.0,3724.0,13.3,18.49,18.42,2.0,16536.0,4001.0,4329.0,Consumer Discretionary,53.55314843471015,0,92.774494297844,44.79266695766041,27.929373996789725,44.035346097201774,55.34423735260555,99.71759390002823,54.744236380852996,56.64,100.0
3606,CIPLA,Mar 2024,16.12,75.59,15.55,0.02,35.34,0.79,1152.0,11.57,51.0,351.0,25.0,559.0,4134.0,9.51,27.16,26.69,2.0,25774.0,4154.0,19483.0,Healthcare,33.85311272467563,0,59.14426038458337,45.936272370144046,29.391831639022648,16.126656848306332,88.32255610498288,99.71759390002823,16.399018300577815,49.17,78.15826006478484
3658,DLF,Mar 2024,42.38,33.05,6.91,0.12,7.46,0.11,1010.0,23.79,11.0,163.0,45.0,4834.0,2539.0,2.85,,,2.0,6427.0,2724.0,2124.0,Real Estate,8.141887870491606,0,100.0,45.31645569620253,23.70251471375067,0.0,0.0,98.30556340016945,2.929638433145883,37.96,81.12272977435333
4353,TATAMOTORS,Mar 2024,7.26,13.6,37.46,1.26,6.53,1.19,45133.0,5.2,94.0,275.0,7.0,107262.0,67915.0,11.01,,,2.0,437928.0,31807.0,59538.0,Consumer Discretionary,99.05368408522793,0,22.267543494547574,100.0,100.0,27.172312223858615,0.0,82.20841570177916,2.4803370243685627,54.76,99.6745427325392
4340,TATACONSUM,Mar 2024,7.99,15.02,7.57,0.22,25.32,0.55,26.0,12.57,12.0,193.0,64.0,3477.0,1937.0,11.08,20.53,19.14,2.0,15206.0,1215.0,2284.0,Consumer Staples,10.105939769075107,0,25.305918588196118,41.021388040157134,21.555198858569646,27.68777614138439,63.10384176492963,96.89353290031065,11.558157960847971,40.42,32.89473684210527
3541,BOSCHLTD,Mar 2024,14.89,12.52,20.64,0.0,71.78,0.96,1536.0,1.69,844.0,4319.0,44.0,39.0,1253.0,11.75,26.24,26.3,2.0,16727.0,2490.0,2095.0,Consumer Discretionary,49.00011903344839,0,54.024806459668696,47.61239633347883,19.115391474942037,32.62150220913107,84.82312666413084,100.0,34.003903607938625,52.71,93.00266874959317
4379,TATASTEEL,Mar 2024,-2.14,9.71,-5.33,0.95,2.16,0.85,6048.0,6.22,-4.0,72.0,-101.0,87082.0,20301.0,9.59,16.57,14.87,2.0,229171.0,-4910.0,22248.0,Materials,0.0,0,0.0,67.3068529026626,87.05903335116818,16.715758468335785,48.04108025865349,86.58571025134142,0.36910352290954074,30.25,27.68621575342464
3941,IRCTC,Mar 2024,26.02,34.33,34.4,0.02,82.74,0.7,667.0,5.04,14.0,44.0,47.0,60.0,882.0,14.5,18.53,20.11,2.0,4270.0,1111.0,1466.0,Consumer Discretionary,89.94762528270442,0,100.0,43.81929288520297,17.7920456572142,52.8718703976436,55.49638645872956,99.71759390002823,39.29889655438962,62.61,100.0
3619,COALINDIA,Mar 2024,26.26,66.29,45.17,0.08,11.24,0.6,13617.0,3.15,61.0,156.0,42.0,6523.0,18103.0,7.87,15.52,15.71,2.0,142324.0,37369.0,94352.0,Materials,100.0,0,100.0,100.0,79.21883360085607,4.0500736377025035,44.04716622289844,98.87037560011296,4.755831255918218,64.28,100.0
4133,NESTLEIND,Mar 2024,16.12,23.83,117.75,0.1,41.19,2.32,2938.0,5.07,41.0,41.0,79.0,345.0,4175.0,8.19,9.8,9.1,2.0,24394.0,3933.0,5813.0,Consumer Staples,100.0,0,59.14426038458337,53.73199476211261,29.538077403245943,6.406480117820319,22.28984404716623,98.5879695001412,19.22526909772547,52.8,87.19298245614034
4444,TRENT,Mar 2024,11.94,15.93,36.31,0.43,8.04,1.73,841.0,4.11,42.0,132.0,8.0,1753.0,1349.0,33.94,76.37,76.23,2.0,12375.0,1477.0,1971.0,Consumer Discretionary,95.63147244375668,0,41.746441355198534,44.57878655608904,19.457820581416087,100.0,100.0,93.92826885060717,3.2098479138887277,64.7,100.0
4146,NHPC,Mar 2024,41.82,49.91,10.41,0.84,11.24,0.1,970.0,61.96,4.0,40.0,53.0,32561.0,6938.0,-0.64,0.43,0.0,2.0,9632.0,4028.0,4807.0,Energy,18.557314605404116,0,100.0,45.141859450021826,39.3936151239522,0.0,0.0,88.1389438011861,4.755831255918218,39.65,65.4489092331315
4263,SBILIFE,Mar 2024,1.43,0.19,12.7,0.0,240.33,0.33,-2099.0,23.65,19.0,162.0,14.0,0.0,29122.0,24.32,11.14,11.38,2.0,131988.0,1894.0,246.0,Financials,25.371979526246868,0,0.0,31.74596246180707,100.0,100.0,27.386839102320277,100.0,100.0,46.31,73.6842105263158
3865,ICICIGI,Mar 2024,9.37,87.42,15.72,0.0,160.03,0.32,486.0,9.38,39.0,275.0,28.0,35.0,2407.0,15.13,16.09,14.42,2.0,20487.0,1919.0,17910.0,Financials,34.35900488037137,0,31.04969616249063,43.029244871235264,23.23167469234885,57.51104565537556,46.21529098516547,100.0,76.63922546234565,49.32,81.97850647561312
3839,HINDUNILVR,Mar 2024,16.61,76.32,20.07,0.03,57.85,0.79,10145.0,8.6,44.0,216.0,96.0,1484.0,15469.0,9.51,9.75,8.21,2.0,61896.0,10282.0,47237.0,Consumer Staples,47.303892393762645,0,61.18371763922417,85.18987341772151,69.82343499197432,16.126656848306332,22.099657664511223,99.57639085004236,27.274044872166503,51.88,83.15789473684212
3306,ABB,Mar 2024,20.53,24.84,32.47,0.02,141.75,1.13,797.0,7.11,565.0,1657.0,73.0,83.0,1213.0,8.19,16.73,16.74,2.0,5849.0,1201.0,1453.0,Industrials,84.20426139745267,0,77.49937567635062,44.38673068529027,18.97271268057785,6.406480117820319,48.64967668314949,99.71759390002823,67.80779562100219,55.98,93.76362843436546
3826,HINDALCO,Mar 2024,4.7,88.95,9.57,0.53,126.47,0.94,9789.0,6.61,45.0,153.0,8.0,56356.0,24056.0,13.65,27.09,26.93,2.0,215962.0,10155.0,192090.0,Materials,16.057612189025114,0,11.612419878464998,83.63596682671323,100.0,46.61266568483064,88.05629516926588,92.51623835074838,60.425725162811375,53.79,90.66780821917804
4107,MOTHERSON,Mar 2024,3.06,9.45,11.55,0.76,5.22,1.17,925.0,6.73,4.0,46.0,20.0,19922.0,7569.0,12.49,26.08,24.57,2.0,98692.0,3020.0,9322.0,Consumer Discretionary,21.94976788477562,0,4.786481311912095,44.94543867306853,41.64437310504726,38.07069219440354,84.21453023963483,89.26856820107315,1.8474500937252403,43.88,64.26479203280608
4405,TECHM,Mar 2024,4.61,8.67,8.99,0.1,13.86,1.21,5058.0,2.53,24.0,270.0,150.0,2537.0,6376.0,7.32,-0.63,-1.98,2.0,51996.0,2397.0,4506.0,Information Technology,14.331627187239611,0,11.237825688837095,62.98559580969009,37.38897806313536,0.0,0.0,98.5879695001412,6.021605117204862,35.21,0.0
3567,BRITANNIA,Mar 2024,12.73,18.89,54.15,0.52,20.6,1.85,3050.0,2.84,89.0,133.0,83.0,2065.0,2573.0,8.25,8.84,8.94,2.0,16769.0,2134.0,3167.0,Consumer Staples,100.0,0,45.03454590859902,54.2208642514186,23.823791688960227,6.848306332842415,18.638265500190187,92.65744140073426,9.277832531354475,50.25,76.00877192982456
3439,BAJAJ-AUTO,Mar 2024,17.18,19.53,26.61,0.07,174.42,1.14,6486.0,0.16,276.0,1109.0,29.0,1912.0,6558.0,10.32,7.18,7.88,2.0,44870.0,7708.0,8765.0,Consumer Discretionary,66.76586120699916,0,63.55614750686755,69.21868179834134,38.03816657749242,22.09131075110457,12.324077596044122,99.01157865009884,83.5913193035345,54.13,97.62416194753628
3405,ASIANPAINT,Mar 2024,15.66,21.37,29.68,0.13,41.0,1.19,3556.0,7.18,57.0,188.0,58.0,2474.0,6104.0,11.5,10.79,11.38,2.0,35495.0,5558.0,7585.0,Materials,75.90167837162241,0,57.229667859818534,56.42950676560454,36.418762261458895,30.78055964653903,26.05553442373526,98.16436035018356,19.13347633679247,52.22,86.46725171232875
4392,TCS,Mar 2024,19.14,26.69,50.94,0.09,87.1,1.66,50429.0,2.53,127.0,281.0,58.0,8021.0,44338.0,9.94,8.6,9.44,2.0,240893.0,46099.0,64296.0,Information Technology,100.0,0,71.7139765254308,100.0,100.0,19.29307805596465,17.725370863446177,98.72917255012709,41.4052988579048,62.82,90.57538336273578
4198,PIDILITIND,Mar 2024,14.11,21.87,20.78,0.05,54.33,1.03,955.0,14.29,34.0,171.0,47.0,382.0,2724.0,12.08,11.95,11.55,2.0,12383.0,1747.0,2708.0,Materials,49.416736102844894,0,50.778323482893526,45.07638585770406,24.362404137685036,35.05154639175258,30.467858501331307,99.2939847500706,25.573463195934064,47.84,74.74850171232875
4068,LTIM,Mar 2024,12.91,17.98,22.9,0.1,31.93,1.29,1752.0,11.03,155.0,711.0,42.0,2071.0,5670.0,27.83,24.65,12.1,2.0,35517.0,4585.0,6387.0,Information Technology,55.72550886799189,0,45.78373428785483,48.55521606285465,34.87069734260746,100.0,78.77519969570179,98.5879695001412,14.751579801727635,59.08,77.88709458542543
3980,JINDALSTEL,Mar 2024,11.8,20.26,13.41,0.37,8.0,0.64,-2336.0,16.57,58.0,464.0,3.0,16472.0,6008.0,5.69,,,2.0,50354.0,5943.0,10202.0,Materials,27.484823235329124,0,41.16373928244402,30.711479703186384,36.07633315498484,0.0,0.0,94.77548715052245,3.190523122113359,27.55,20.462328767123275
4081,M&M,Mar 2024,8.82,17.9,18.54,1.64,3.76,0.59,-11245.0,4.04,91.0,567.0,21.0,108647.0,-5630.0,14.12,,148.62,2.0,139078.0,12270.0,24892.0,Consumer Discretionary,42.750862992500885,0,28.760509448097892,0.0,0.0,50.07363770250368,0.0,76.84269980231574,1.1420951939242854,25.09,3.1113714769250773
3413,ATGL,Mar 2024,14.93,24.67,18.66,0.43,10.5,0.68,,,6.0,36.0,4.0,1557.0,,20.81,8.91,8.45,2.0,4475.0,668.0,1104.0,Energy,43.10796333769788,0,54.19129276616999,0.0,0.0,99.33726067746687,18.904526435907194,93.92826885060717,4.398322608073898,33.32,47.11011965118638
4042,LODHA,Mar 2024,15.06,25.83,8.9,0.44,5.63,0.22,-435.0,28.57,16.0,183.0,,7698.0,2512.0,1.76,27.61,22.67,2.0,10316.0,1554.0,2665.0,Real Estate,14.063801928341862,0,54.732373262299184,39.009166302924484,23.606206527554843,0.0,90.03423354887789,93.78706580062129,2.0455292094227686,37.82,80.35222894881673
3967,ITC,Mar 2024,29.28,37.02,27.85,0.0,362.96,0.77,18742.0,2.21,16.0,60.0,84.0,303.0,17179.0,8.75,5.96,5.92,2.0,70866.0,20751.0,26233.0,Consumer Staples,70.45589810736817,0,100.0,100.0,75.92295345104334,10.530191458026508,7.683529859262077,100.0,100.0,62.21,100.0
4224,POWERGRID,Mar 2024,33.97,86.87,17.87,1.42,4.6,0.18,24176.0,28.61,17.0,99.0,67.0,123516.0,37290.0,3.95,7.28,7.21,2.0,45843.0,15573.0,39826.0,Energy,40.75705273181764,0,100.0,100.0,100.0,0.0,12.704450361354128,79.94916690200509,1.5479158212070263,52.43,100.0
4315,SIEMENS,Sep 2024,12.22,13.96,17.7,0.02,67.15,0.88,1168.0,2.26,76.0,431.0,16.0,279.0,1670.0,11.19,19.85,19.64,2.0,22240.0,2718.0,3104.0,Industrials,40.25116057612188,0,42.91184550070757,46.006110868616325,20.60281790618869,28.497790868924888,60.517306960821614,99.71759390002823,31.76705895993971,47.22,69.88661142607937
3645,DIVISLAB,Mar 2024,20.4,28.17,11.79,0.0,636.25,0.51,992.0,3.43,60.0,517.0,50.0,3.0,1261.0,9.81,5.92,5.82,1.0,7845.0,1600.0,2210.0,Healthcare,22.663968575169616,0,76.95829518022143,45.23788738542122,19.143927233814875,18.335787923416795,7.531380753138076,100.0,100.0,45.23,55.36788523831559
3331,ADANIENT,Mar 2024,3.46,11.8,8.53,1.67,2.75,0.6,-8455.0,19.46,28.0,363.0,5.0,65310.0,10312.0,18.71,42.38,37.42,1.0,96421.0,3335.0,11377.0,Industrials,12.96274253065111,0,6.451344376924998,4.002618943692711,51.42857142857142,83.87334315169367,100.0,76.4190906523581,0.6541442015962278,37.18,42.5207152202355
3983,JIOFIN,Mar 2024,86.52,84.04,1.15,0.0,198.8,0.01,763.0,77.68,3.0,216.0,0.0,0.0,-678.0,,,,1.0,1855.0,1605.0,1559.0,Financials,0.0,0,100.0,44.23832387603667,12.22757267701088,0.0,0.0,100.0,95.36977989062169,39.51,54.94626618903279
3996,JSWENERGY,Mar 2024,15.02,46.86,8.28,1.52,2.85,0.2,-1963.0,71.37,10.0,160.0,19.0,31573.0,6234.0,6.65,12.96,9.46,1.0,11486.0,1725.0,5382.0,Energy,12.218783478157356,0,54.56588695579788,32.33958969882148,36.8824683431425,0.0,34.30962343096235,78.53713640214629,0.7024561810346495,32.1,43.5756294000058
3671,DMART,Mar 2024,4.99,8.08,13.56,0.03,73.29,2.4,278.0,4.86,39.0,309.0,0.0,592.0,2746.0,18.13,15.89,16.0,1.0,50789.0,2536.0,4106.0,Consumer Discretionary,27.93119866682537,0,12.819445600599352,42.12134439109559,24.44087747458534,79.60235640648013,45.45454545454546,99.57639085004236,34.733414497458796,46.16,71.68521773091192
4366,TATAPOWER,Mar 2024,6.97,17.47,13.23,1.66,3.05,0.44,3569.0,14.69,12.0,105.0,17.0,53689.0,12596.0,16.86,27.32,24.57,1.0,61449.0,4280.0,10735.0,Energy,26.949172717533624,0,21.060517772413217,56.486250545613274,59.57553058676655,70.25036818851252,88.93115252947888,76.56029370234397,0.7990801399114924,50.96,98.21537213546948
3878,ICICIPRULI,Mar 2024,0.94,102.03,7.73,0.11,31.02,0.3,105.0,8.22,6.0,80.0,10.0,1200.0,-7315.0,29.84,-1.81,0.0,1.0,90307.0,851.0,92136.0,Financials,10.582073562671109,0,0.0,41.36621562636403,0.0,100.0,0.0,98.44676645015532,14.311940788838,33.35,37.97189308349408
3528,BHEL,Mar 2024,1.18,2.98,1.15,0.36,1.59,0.4,-2382.0,5.57,1.0,70.0,31.0,8856.0,-3713.0,3.78,,,1.0,23893.0,282.0,711.0,Industrials,0.0,0,0.0,30.510694020078567,1.4018191546281433,0.0,0.0,94.91669020050833,0.09372524011053789,14.07,0.0
4009,JSWSTEEL,Mar 2024,5.13,16.09,11.55,1.13,3.66,0.77,-2389.0,8.27,36.0,326.0,25.0,87984.0,12078.0,18.35,-3.31,-3.81,1.0,175006.0,8973.0,28157.0,Materials,21.94976788477562,0,13.402147673353864,30.48013967699694,57.72784019975031,81.22238586156114,0.0,84.0440553515956,1.0937832144858641,31.32,30.54901541095889
3379,AMBUJACEM,Mar 2024,14.29,19.3,11.43,0.02,28.26,0.51,-3295.0,26.96,16.0,205.0,12.0,699.0,5646.0,3.92,6.82,3.4,1.0,33160.0,4738.0,6400.0,Materials,21.592667539578617,0,51.52751186214933,26.525534701003927,34.785090065988946,0.0,10.95473564092811,99.71759390002823,12.978530156337568,29.41,25.43878424657533
3710,GAIL,Mar 2024,7.43,10.74,12.86,0.28,23.62,1.07,4360.0,6.17,15.0,127.0,37.0,21794.0,12586.0,13.41,3.94,5.15,1.0,133228.0,9903.0,14314.0,Energy,25.84811331984287,0,22.975110297178055,59.93889131383675,59.5398608881755,44.84536082474227,0.0,96.04631460039536,10.736854310394806,40.22,67.10026943245357
4159,NTPC,Mar 2024,11.95,28.83,13.27,1.48,4.6,0.37,8644.0,18.01,21.0,174.0,36.0,237131.0,40785.0,11.17,13.63,13.9,1.0,178501.0,21332.0,51456.0,Energy,27.068206165932622,0,41.78806293182385,78.63814927979048,100.0,28.350515463917525,36.858120958539374,79.1019486020898,1.5479158212070263,45.85,83.41107280470494
3723,GODREJCP,Mar 2024,-3.98,20.98,-4.45,0.26,2.41,0.77,-1365.0,24.37,-5.0,119.0,,3222.0,2070.0,7.38,,,1.0,14096.0,-561.0,2957.0,Consumer Staples,0.0,0,0.0,34.94980357922305,22.02960584983057,0.4418262150220885,0.0,96.32872070036713,0.48988347150559464,14.94,0.0
3465,BAJAJHLDNG,Mar 2024,432.73,91.77,13.58,0.0,3764.5,0.03,1469.0,27.73,653.0,5375.0,20.0,63.0,1941.0,31.84,19.44,19.88,1.0,1702.0,7365.0,1562.0,Financials,27.990715391024867,0,100.0,47.31994762112615,21.569466738006064,100.0,58.957778623050594,100.0,100.0,61.24,100.0
4418,TITAN,Mar 2024,6.84,10.36,37.22,1.65,9.41,1.62,1506.0,0.37,39.0,110.0,28.0,15528.0,1695.0,20.94,16.78,16.83,1.0,51084.0,3496.0,5292.0,Consumer Discretionary,98.33948339483392,0,20.519437276284023,47.4814491488433,20.691992152666312,100.0,48.839863065804494,76.70149675232986,3.8717220321951027,56.02,100.0
4120,NAUKRI,Mar 2024,23.46,28.04,1.97,0.01,28.97,0.07,-150.0,33.6,44.0,3225.0,49.0,246.0,702.0,15.2,,,1.0,2536.0,595.0,711.0,Communication Services,0.0,0,89.69449762757013,40.25316455696203,17.14999108257535,58.02650957290133,0.0,99.85879695001412,13.321545210350358,36.77,57.43879472693033
3736,GRASIM,Mar 2024,7.58,20.76,11.2,1.55,3.02,0.32,-33833.0,17.65,85.0,1411.0,12.0,137155.0,-10719.0,14.97,5.54,0.61,0.0,130978.0,9926.0,27195.0,Industrials,20.908225211284364,0,23.599433946557895,0.0,0.0,56.332842415316655,6.085964244960061,78.11352725218865,0.7845865460799661,21.79,0.5723942433493263
